고객ID,성별,고객지역,가입기간
USER_0637,남,Chicago,6
USER_0038,남,California,22
USER_0580,남,New York,8
USER_0316,남,California,28
USER_0230,여,New York,14
USER_0236,여,New York,42
USER_1162,남,California,35
USER_0162,여,Chicago,19
USER_0811,여,New York,4
USER_1165,남,California,19
USER_0674,여,Chicago,20
USER_0970,남,Washington DC,6
USER_1168,여,New York,47
USER_0606,여,California,17
USER_1280,여,Chicago,27
USER_0083,남,New York,44
USER_1066,남,New Jersey,42
USER_1090,여,California,46
USER_1345,여,Chicago,12
USER_1070,남,Chicago,41
USER_0605,여,New Jersey,50
USER_1017,여,New Jersey,17
USER_0310,여,New Jersey,8
USER_0848,남,New Jersey,31
USER_1409,여,Chicago,37
USER_0285,남,California,12
USER_0617,여,New York,31
USER_0056,남,Chicago,13
USER_0045,여,Washington DC,46
USER_1443,남,New York,21
USER_0962,여,Chicago,40
USER_0052,여,Washington DC,20
USER_1348,남,California,35
USER_1094,남,California,22
USER_0488,여,Washington DC,24
USER_0739,남,Chicago,45
USER_1357,남,California,8
USER_0331,여,New Jersey,45
USER_0463,남,Chicago,29
USER_0211,여,California,20
USER_1003,여,California,16
USER_0965,여,Chicago,12
USER_0727,여,California,36
USER_0114,여,New York,3
USER_0289,여,New York,5
USER_0487,여,Chicago,29
USER_0012,여,Chicago,39
USER_1333,여,Chicago,35
USER_0974,여,New York,20
USER_0072,여,California,10
USER_0224,남,California,38
USER_0743,여,California,15
USER_0754,여,New York,38
USER_0079,남,New York,48
USER_0481,여,Chicago,7
USER_0909,여,New York,26
USER_1229,여,New York,11
USER_0701,여,Washington DC,11
USER_0579,여,New York,39
USER_1426,여,Chicago,14
USER_0785,여,New Jersey,7
USER_0838,여,Chicago,44
USER_0455,여,California,29
USER_0798,남,California,32
USER_0110,여,California,5
USER_1283,여,California,41
USER_0355,남,New York,30
USER_0106,남,California,19
USER_0375,남,California,32
USER_1082,여,Chicago,7
USER_0951,남,California,34
USER_0476,남,New York,6
USER_0087,여,Chicago,10
USER_0051,여,Chicago,35
USER_1040,남,Chicago,40
USER_0976,여,New York,49
USER_1022,여,Chicago,4
USER_0005,남,New York,41
USER_0884,여,California,11
USER_0558,여,Chicago,30
USER_0593,여,New Jersey,2
USER_0448,여,California,19
USER_0028,여,New Jersey,50
USER_0410,여,New York,10
USER_0084,남,New York,21
USER_0538,여,Chicago,29
USER_0696,여,New Jersey,48
USER_0444,남,California,29
USER_1148,여,Chicago,39
USER_1228,남,New York,39
USER_0258,여,Chicago,14
USER_1005,남,New Jersey,6
USER_0166,여,New York,18
USER_0859,여,New York,46
USER_1447,남,California,8
USER_0401,남,Chicago,49
USER_0432,남,California,18
USER_0767,여,California,34
USER_0967,남,California,35
USER_0652,남,Chicago,36
USER_0983,남,Washington DC,18
USER_0781,여,New Jersey,15
USER_0321,남,Chicago,20
USER_0249,여,California,25
USER_0826,남,New York,20
USER_1001,여,California,37
USER_0043,여,New York,26
USER_0090,여,California,43
USER_0275,여,Chicago,26
USER_0814,여,New Jersey,8
USER_0059,여,Chicago,8
USER_0710,남,Washington DC,41
USER_0445,남,California,37
USER_1429,여,California,49
USER_0664,남,Chicago,10
USER_0489,여,California,22
USER_0984,남,Chicago,40
USER_0945,여,California,28
USER_0354,남,New Jersey,17
USER_0157,남,California,45
USER_1031,여,Chicago,4
USER_0335,남,Chicago,42
USER_0194,남,New Jersey,15
USER_0191,남,Chicago,45
USER_1419,여,Chicago,10
USER_0325,남,Chicago,21
USER_1093,남,New York,31
USER_1151,남,Chicago,7
USER_1294,남,New York,21
USER_0824,남,New York,24
USER_0077,여,California,30
USER_0651,남,New Jersey,17
USER_0011,남,Chicago,31
USER_0302,여,California,44
USER_0829,남,Chicago,12
USER_0738,여,California,28
USER_0091,남,California,4
USER_0731,남,California,40
USER_1401,여,Chicago,45
USER_0134,남,California,24
USER_0178,여,Chicago,45
USER_0429,남,California,25
USER_0467,남,New York,21
USER_1329,여,Chicago,30
USER_0389,여,Washington DC,21
USER_0574,남,Chicago,2
USER_0374,남,New York,45
USER_1451,여,California,37
USER_0479,남,New Jersey,22
USER_0382,남,California,36
USER_1458,여,New Jersey,2
USER_1139,남,Chicago,26
USER_0469,여,Chicago,26
USER_0004,여,Chicago,31
USER_0000,여,New York,31
USER_0385,여,New Jersey,23
USER_1125,여,Chicago,2
USER_1135,여,New Jersey,35
USER_0053,여,Chicago,25
USER_0761,남,Chicago,4
USER_0049,여,California,25
USER_0333,남,Chicago,3
USER_0252,남,New Jersey,16
USER_0511,여,Chicago,23
USER_0030,남,Washington DC,49
USER_0021,남,Chicago,50
USER_1325,남,New York,44
USER_0426,여,California,32
USER_0809,여,Washington DC,15
USER_0857,여,California,39
USER_0263,남,New Jersey,15
USER_0645,여,Chicago,42
USER_1292,남,Chicago,40
USER_0554,여,California,43
USER_0298,여,California,32
USER_0616,여,New Jersey,25
USER_0883,여,Chicago,34
USER_0078,여,California,13
USER_1247,남,Chicago,26
USER_0614,남,Chicago,17
USER_0969,남,New York,18
USER_0722,여,California,40
USER_1364,여,Chicago,17
USER_1105,남,Chicago,16
USER_0014,여,California,22
USER_1339,여,New York,33
USER_0764,남,California,6
USER_0609,남,New York,39
USER_1113,여,Washington DC,16
USER_0697,남,Chicago,34
USER_0638,남,California,42
USER_0070,여,California,13
USER_1265,여,Chicago,9
USER_0981,여,California,20
USER_0086,남,Chicago,14
USER_1036,여,New York,11
USER_1202,여,California,31
USER_0425,남,Washington DC,39
USER_1161,남,Chicago,35
USER_0586,여,California,16
USER_0171,여,California,2
USER_1373,여,New Jersey,40
USER_1304,여,Chicago,5
USER_1326,여,New York,6
USER_0155,여,New York,2
USER_1338,남,New York,32
USER_0521,여,New York,29
USER_0919,남,California,15
USER_0329,여,Chicago,8
USER_0695,남,California,2
USER_0766,남,Chicago,27
USER_0462,여,Chicago,3
USER_0343,여,California,6
USER_1310,여,Chicago,12
USER_0109,남,Chicago,6
USER_0419,남,California,32
USER_0196,여,California,47
USER_0494,여,New York,4
USER_0777,여,New Jersey,2
USER_0061,여,California,25
USER_0364,여,California,7
USER_0534,여,Chicago,20
USER_0615,남,California,12
USER_1363,여,Chicago,37
USER_0514,여,New York,48
USER_1441,여,California,47
USER_0853,여,New Jersey,8
USER_1436,남,Chicago,28
USER_1043,여,New Jersey,3
USER_0099,여,Chicago,4
USER_0076,남,New Jersey,26
USER_0277,남,Chicago,25
USER_0161,여,New York,23
USER_1065,여,Washington DC,9
USER_0546,여,California,24
USER_0307,여,Chicago,46
USER_0020,여,California,38
USER_0847,여,California,27
USER_0671,여,Chicago,33
USER_0435,여,New York,50
USER_0714,여,California,26
USER_0322,여,California,11
USER_0386,여,California,10
USER_0228,여,New York,47
USER_0473,여,Chicago,38
USER_0712,남,New York,11
USER_0686,여,New Jersey,8
USER_0544,남,California,14
USER_0891,여,New York,12
USER_1074,여,Chicago,22
USER_0143,남,New York,42
USER_0362,여,California,33
USER_1405,여,California,25
USER_1466,여,Chicago,47
USER_0497,남,Washington DC,38
USER_0336,여,Chicago,18
USER_0742,여,Chicago,47
USER_0116,남,New York,16
USER_0949,여,New York,45
USER_0491,여,Chicago,3
USER_0232,여,Chicago,24
USER_1123,남,Washington DC,34
USER_1268,여,California,44
USER_1157,여,California,30
USER_0471,남,Chicago,34
USER_0074,여,Chicago,3
USER_0179,여,Washington DC,44
USER_0929,여,New Jersey,22
USER_0192,남,New York,3
USER_0549,여,California,48
USER_0280,여,New York,7
USER_0414,남,Chicago,45
USER_0912,여,California,19
USER_0852,여,Chicago,32
USER_0368,여,California,5
USER_1166,여,New Jersey,49
USER_0565,여,New York,33
USER_0464,여,New Jersey,2
USER_1155,여,California,24
USER_1056,남,New Jersey,38
USER_0208,여,California,5
USER_1143,여,California,32
USER_0069,여,California,25
USER_1340,여,California,9
USER_0927,여,New York,34
USER_0989,여,Chicago,45
USER_0347,남,New York,7
USER_0717,남,Washington DC,42
USER_0176,여,California,45
USER_0711,여,California,15
USER_1115,남,Washington DC,47
USER_1100,남,Chicago,28
USER_0517,여,California,44
USER_1002,남,California,16
USER_0123,여,Chicago,25
USER_1211,여,California,6
USER_0878,여,California,8
USER_1126,남,New York,44
USER_0650,여,New York,46
USER_0588,남,Chicago,43
USER_0080,여,New Jersey,50
USER_0032,여,California,9
USER_1075,남,Washington DC,29
USER_0600,남,Chicago,13
USER_1275,여,New York,37
USER_0468,여,California,46
USER_1435,여,Chicago,3
USER_0269,남,Chicago,18
USER_0794,여,Chicago,5
USER_0868,여,California,17
USER_0576,남,California,36
USER_1174,여,Chicago,35
USER_0672,남,Chicago,12
USER_0063,여,California,48
USER_0271,여,New York,47
USER_0308,여,New York,50
USER_0142,남,New York,11
USER_0305,남,New York,32
USER_1073,여,California,33
USER_0436,여,Chicago,32
USER_1011,남,New York,6
USER_0575,여,New York,42
USER_0223,여,Chicago,25
USER_0752,남,Chicago,30
USER_0338,여,Chicago,28
USER_0339,여,New York,22
USER_1216,여,Chicago,9
USER_0621,남,New York,20
USER_1107,남,New Jersey,49
USER_0801,여,California,21
USER_0561,여,New York,33
USER_0229,여,Chicago,4
USER_0762,남,Chicago,27
USER_1252,남,Chicago,7
USER_1261,여,New York,27
USER_0535,남,Chicago,22
USER_0054,여,New York,43
USER_0768,남,New York,24
USER_1212,남,Washington DC,24
USER_1233,남,New Jersey,11
USER_1439,여,Chicago,36
USER_0526,여,Chicago,34
USER_0152,남,Washington DC,32
USER_0689,여,Chicago,35
USER_0611,여,New York,42
USER_0986,여,California,26
USER_0988,남,California,48
USER_1298,여,New York,30
USER_0126,여,Chicago,42
USER_1199,여,New York,43
USER_1293,여,California,28
USER_0404,여,New Jersey,3
USER_0318,여,California,13
USER_0673,남,New Jersey,8
USER_1171,여,Chicago,24
USER_0381,여,Chicago,22
USER_1035,여,California,17
USER_0569,여,Chicago,46
USER_1225,여,Chicago,8
USER_0037,여,California,10
USER_0137,남,Chicago,6
USER_0390,남,Chicago,36
USER_1068,여,New York,29
USER_0319,여,California,28
USER_0294,남,California,33
USER_0159,여,Chicago,26
USER_0991,여,California,50
USER_1145,여,New York,10
USER_0706,남,California,19
USER_1008,여,New Jersey,19
USER_0007,여,New York,23
USER_1450,여,New Jersey,18
USER_0125,남,California,21
USER_0550,여,Chicago,22
USER_0894,여,California,13
USER_0924,남,Chicago,29
USER_1235,여,New Jersey,34
USER_0213,여,New York,36
USER_1057,여,California,44
USER_0092,여,California,38
USER_0885,여,California,32
USER_0892,여,Chicago,39
USER_0577,여,Chicago,4
USER_0522,여,New Jersey,4
USER_0804,여,California,11
USER_0505,여,New York,17
USER_1281,여,California,19
USER_0716,여,Chicago,37
USER_0523,여,California,38
USER_0937,여,New York,24
USER_0342,여,New York,2
USER_0434,여,Chicago,17
USER_0979,여,Chicago,4
USER_0384,여,New York,16
USER_0365,남,Chicago,42
USER_1461,남,Chicago,15
USER_0724,여,Chicago,36
USER_0449,여,California,50
USER_1408,남,Chicago,37
USER_0763,여,California,49
USER_1254,여,New York,42
USER_0017,남,New York,43
USER_0619,여,California,37
USER_0175,여,California,47
USER_0003,남,California,25
USER_1132,여,California,7
USER_1218,여,California,44
USER_0987,여,California,20
USER_1154,여,Chicago,15
USER_0378,남,Chicago,24
USER_1227,여,California,46
USER_0276,남,Washington DC,6
USER_0047,여,California,23
USER_0972,여,New York,41
USER_0907,여,New York,50
USER_0411,남,California,49
USER_0359,여,California,27
USER_1309,남,California,39
USER_0031,남,New York,26
USER_0314,여,California,47
USER_0545,여,New Jersey,12
USER_0306,남,New York,24
USER_0873,여,California,39
USER_0532,남,California,42
USER_1266,여,California,25
USER_0240,여,Chicago,4
USER_1217,여,Washington DC,8
USER_0377,여,New York,17
USER_1122,여,New Jersey,7
USER_0120,여,California,11
USER_0015,남,California,8
USER_1385,남,California,4
USER_0613,남,Chicago,26
USER_1269,여,California,20
USER_1188,여,Chicago,22
USER_0220,남,California,37
USER_0341,여,Chicago,48
USER_0262,남,Chicago,14
USER_0141,여,New Jersey,27
USER_0923,여,New York,50
USER_1206,여,Chicago,14
USER_0681,여,Chicago,17
USER_0705,여,New Jersey,41
USER_0387,남,Chicago,30
USER_0451,남,Chicago,19
USER_0629,여,New Jersey,14
USER_0315,남,Chicago,35
USER_1164,여,New Jersey,38
USER_0513,여,New York,41
USER_0167,여,Chicago,48
USER_0845,남,New Jersey,19
USER_0504,여,New York,45
USER_0562,여,California,7
