고객ID,거래ID,거래날짜,제품ID,제품카테고리,수량,평균금액,배송료,쿠폰상태
USER_0713,Transaction_3117,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Not Used
USER_1130,Transaction_3118,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Clicked
USER_1130,Transaction_3119,2019-02-17,Product_0400,Apparel,1,33.59,6.5,Clicked
USER_1130,Transaction_3120,2019-02-17,Product_0397,Apparel,1,33.59,6.5,Used
USER_1130,Transaction_3120,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Not Used
USER_1130,Transaction_3120,2019-02-17,Product_0400,Apparel,1,33.59,6.5,Clicked
USER_1130,Transaction_3121,2019-02-17,Product_0397,Apparel,3,33.59,6.5,Used
USER_1130,Transaction_3121,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Clicked
USER_1130,Transaction_3121,2019-02-17,Product_0400,Apparel,1,33.59,6.5,Used
USER_1130,Transaction_3122,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Used
USER_1149,Transaction_3123,2019-02-17,Product_0274,Apparel,1,15.99,6.5,Not Used
USER_1149,Transaction_3123,2019-02-17,Product_0311,Apparel,1,13.59,6.5,Clicked
USER_1149,Transaction_3123,2019-02-17,Product_0399,Apparel,1,33.59,6.5,Clicked
USER_1149,Transaction_3123,2019-02-17,Product_0746,Apparel,1,19.19,6.5,Used
USER_1149,Transaction_3123,2019-02-17,Product_0921,Headgear,1,18.39,6.5,Clicked
USER_1149,Transaction_3124,2019-02-17,Product_0981,Nest-USA,2,149.0,6.5,Clicked
USER_1149,Transaction_3125,2019-02-17,Product_0863,Backpacks,1,79.99,6.5,Clicked
USER_1149,Transaction_3126,2019-02-17,Product_0397,Apparel,1,33.59,6.5,Used
USER_1149,Transaction_3127,2019-02-17,Product_0807,Apparel,1,19.99,6.5,Used
USER_1149,Transaction_3127,2019-02-17,Product_0826,Apparel,1,35.2,6.5,Used
USER_1149,Transaction_3128,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Clicked
USER_1149,Transaction_3129,2019-02-17,Product_0400,Apparel,1,33.59,6.5,Used
USER_1149,Transaction_3129,2019-02-17,Product_0401,Apparel,1,33.59,6.5,Not Used
USER_1149,Transaction_3130,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Used
USER_1149,Transaction_3131,2019-02-17,Product_0978,Nest-USA,3,79.0,6.5,Used
USER_1149,Transaction_3132,2019-02-17,Product_0397,Apparel,1,33.59,6.5,Used
USER_1149,Transaction_3133,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Used
USER_1149,Transaction_3133,2019-02-17,Product_0400,Apparel,1,33.59,6.5,Clicked
USER_1149,Transaction_3134,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Used
USER_1149,Transaction_3135,2019-02-17,Product_0981,Nest-USA,1,149.0,6.5,Clicked
USER_1149,Transaction_3135,2019-02-17,Product_0983,Nest-USA,1,119.0,6.5,Not Used
USER_1149,Transaction_3135,2019-02-17,Product_0984,Nest-USA,2,79.0,6.5,Used
USER_1149,Transaction_3136,2019-02-17,Product_0397,Apparel,1,33.59,6.5,Clicked
USER_1149,Transaction_3137,2019-02-17,Product_0400,Apparel,1,41.99,6.5,Clicked
USER_1149,Transaction_3138,2019-02-17,Product_0397,Apparel,1,33.59,6.5,Clicked
USER_1149,Transaction_3139,2019-02-17,Product_0401,Apparel,2,41.99,6.5,Used
USER_1149,Transaction_3140,2019-02-17,Product_0976,Nest-USA,1,119.0,6.5,Clicked
USER_1149,Transaction_3141,2019-02-17,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_1149,Transaction_3142,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Clicked
USER_1149,Transaction_3143,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Clicked
USER_1149,Transaction_3144,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Clicked
USER_1149,Transaction_3145,2019-02-17,Product_1126,Apparel,1,13.59,13.78,Not Used
USER_1149,Transaction_3145,2019-02-17,Product_1127,Apparel,1,13.59,13.78,Clicked
USER_1149,Transaction_3145,2019-02-17,Product_1132,Drinkware,1,6.39,13.78,Clicked
USER_1149,Transaction_3145,2019-02-17,Product_1134,Office,1,1.59,13.78,Clicked
USER_1149,Transaction_3145,2019-02-17,Product_1137,Apparel,1,8.79,13.78,Used
USER_1149,Transaction_3145,2019-02-17,Product_1138,Fun,1,7.19,13.78,Not Used
USER_1149,Transaction_3145,2019-02-17,Product_1143,Office,1,5.59,13.78,Used
USER_1149,Transaction_3146,2019-02-17,Product_0398,Apparel,1,33.59,6.5,Clicked
USER_1149,Transaction_3147,2019-02-17,Product_0976,Nest-USA,1,119.0,6.5,Used
USER_1149,Transaction_3148,2019-02-17,Product_0297,Apparel,1,16.99,6.5,Clicked
USER_1149,Transaction_3148,2019-02-17,Product_0313,Apparel,1,16.99,6.5,Not Used
USER_1149,Transaction_3149,2019-02-17,Product_0243,Apparel,1,15.99,6.5,Used
USER_1149,Transaction_3149,2019-02-17,Product_0347,Apparel,1,59.99,6.5,Not Used
USER_1149,Transaction_3149,2019-02-17,Product_0466,Apparel,1,27.99,6.5,Clicked
USER_1149,Transaction_3149,2019-02-17,Product_1000,Waze,1,15.19,6.5,Clicked
USER_1149,Transaction_3149,2019-02-17,Product_1017,Waze,1,5.59,6.5,Clicked
USER_1149,Transaction_3150,2019-02-17,Product_0981,Nest-USA,2,149.0,6.5,Used
USER_1149,Transaction_3151,2019-02-17,Product_0976,Nest-USA,2,119.0,6.5,Clicked
USER_1149,Transaction_3152,2019-02-17,Product_0981,Nest-USA,1,149.0,6.5,Clicked
USER_1149,Transaction_3153,2019-02-17,Product_0983,Nest-USA,2,119.0,6.5,Clicked
USER_1149,Transaction_3154,2019-02-17,Product_0983,Nest-USA,2,119.0,6.5,Used
USER_1149,Transaction_3155,2019-02-17,Product_0926,Headgear,1,15.19,6.5,Not Used
USER_1149,Transaction_3156,2019-02-17,Product_0983,Nest-USA,2,119.0,6.5,Clicked
USER_1149,Transaction_3157,2019-02-17,Product_0297,Apparel,1,16.99,6.5,Not Used
USER_1149,Transaction_3157,2019-02-17,Product_1026,Apparel,1,16.99,6.5,Not Used
USER_1149,Transaction_3158,2019-02-17,Product_0983,Nest-USA,1,119.0,6.5,Clicked
USER_1149,Transaction_3159,2019-02-18,Product_0472,Apparel,1,29.99,6.5,Clicked
USER_1149,Transaction_3159,2019-02-18,Product_0843,Bags,1,13.99,6.5,Clicked
USER_1149,Transaction_3159,2019-02-18,Product_0881,Drinkware,1,21.99,6.5,Clicked
USER_1149,Transaction_3159,2019-02-18,Product_0898,Drinkware,1,8.99,6.5,Clicked
USER_1149,Transaction_3159,2019-02-18,Product_0922,Apparel,1,10.99,6.5,Not Used
USER_1149,Transaction_3160,2019-02-18,Product_0905,Office,1,2.39,6.5,Not Used
USER_1149,Transaction_3160,2019-02-18,Product_0951,Office,1,2.39,6.5,Clicked
USER_1149,Transaction_3160,2019-02-18,Product_1021,Waze,1,1.59,6.5,Clicked
USER_1149,Transaction_3161,2019-02-18,Product_0983,Nest-USA,2,119.0,6.5,Clicked
USER_1149,Transaction_3162,2019-02-18,Product_0181,Drinkware,1,12.99,6.5,Clicked
USER_1149,Transaction_3163,2019-02-18,Product_0983,Nest-USA,2,119.0,6.5,Clicked
USER_1149,Transaction_3164,2019-02-18,Product_0983,Nest-USA,4,119.0,6.5,Used
USER_1149,Transaction_3165,2019-02-18,Product_0976,Nest-USA,2,119.0,6.5,Clicked
USER_1149,Transaction_3166,2019-02-18,Product_0185,Office,1,2.99,6.5,Not Used
USER_1149,Transaction_3166,2019-02-18,Product_0294,Apparel,1,16.99,6.5,Clicked
USER_1149,Transaction_3166,2019-02-18,Product_0605,Apparel,1,23.99,6.5,Clicked
USER_1149,Transaction_3166,2019-02-18,Product_0902,Office,1,1.5,6.5,Used
USER_1149,Transaction_3166,2019-02-18,Product_0904,Office,1,1.99,6.5,Clicked
USER_1149,Transaction_3166,2019-02-18,Product_1021,Waze,1,1.99,6.5,Clicked
USER_1149,Transaction_3167,2019-02-18,Product_0984,Nest-USA,1,79.0,6.5,Used
USER_1149,Transaction_3168,2019-02-18,Product_0984,Nest-USA,3,79.0,6.5,Clicked
USER_1149,Transaction_3168,2019-02-18,Product_0985,Nest-USA,2,79.0,6.5,Clicked
USER_1149,Transaction_3169,2019-02-18,Product_0548,Apparel,1,21.99,6.5,Clicked
USER_1149,Transaction_3169,2019-02-18,Product_0582,Apparel,1,18.99,6.5,Used
USER_1149,Transaction_3170,2019-02-18,Product_1134,Office,1,1.99,6.5,Clicked
USER_1149,Transaction_3171,2019-02-18,Product_0981,Nest-USA,2,149.0,6.5,Used
USER_1149,Transaction_3171,2019-02-18,Product_0985,Nest-USA,3,79.0,6.5,Clicked
USER_1149,Transaction_3172,2019-02-18,Product_1132,Drinkware,1,7.99,6.5,Used
USER_1149,Transaction_3173,2019-02-18,Product_0976,Nest-USA,2,119.0,6.5,Clicked
USER_1149,Transaction_3174,2019-02-18,Product_0976,Nest-USA,1,119.0,6.5,Used
USER_1149,Transaction_3175,2019-02-18,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_1149,Transaction_3176,2019-02-18,Product_0976,Nest-USA,2,119.0,6.5,Clicked
USER_1149,Transaction_3177,2019-02-18,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_1149,Transaction_3178,2019-02-18,Product_0323,Apparel,1,79.19,6.5,Clicked
USER_1149,Transaction_3179,2019-02-18,Product_0983,Nest-USA,1,119.0,6.5,Clicked
USER_1149,Transaction_3180,2019-02-18,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_1149,Transaction_3181,2019-02-18,Product_0976,Nest-USA,1,119.0,6.5,Used
USER_1149,Transaction_3182,2019-02-18,Product_0985,Nest-USA,4,79.0,6.5,Not Used
USER_1149,Transaction_3183,2019-02-18,Product_0232,Apparel,1,18.99,6.5,Clicked
USER_1149,Transaction_3184,2019-02-18,Product_0849,Bags,4,2.8,6.5,Clicked
USER_1149,Transaction_3184,2019-02-18,Product_0880,Drinkware,2,2.39,6.5,Clicked
USER_1149,Transaction_3184,2019-02-18,Product_0894,Drinkware,2,2.39,6.5,Used
USER_1149,Transaction_3184,2019-02-18,Product_0915,Lifestyle,1,2.8,6.5,Clicked
USER_1149,Transaction_3184,2019-02-18,Product_0916,Lifestyle,1,2.8,6.5,Used
USER_1149,Transaction_3184,2019-02-18,Product_0917,Lifestyle,1,2.8,6.5,Clicked
USER_1149,Transaction_3184,2019-02-18,Product_0918,Lifestyle,1,2.8,6.5,Used
USER_1149,Transaction_3184,2019-02-18,Product_0954,Office,2,3.19,6.5,Used
USER_1149,Transaction_3184,2019-02-18,Product_0963,Office,2,3.19,6.5,Used
USER_1149,Transaction_3184,2019-02-18,Product_1132,Drinkware,1,6.39,6.5,Not Used
USER_1149,Transaction_3185,2019-02-18,Product_0976,Nest-USA,1,119.0,6.5,Clicked
USER_1149,Transaction_3186,2019-02-18,Product_0194,Apparel,1,8.79,6.5,Clicked
USER_1149,Transaction_3186,2019-02-18,Product_0898,Drinkware,2,7.19,6.5,Not Used
USER_1149,Transaction_3187,2019-02-18,Product_0918,Lifestyle,1,3.5,6.5,Used
USER_1149,Transaction_3188,2019-02-18,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_1149,Transaction_3189,2019-02-18,Product_0009,Apparel,1,15.99,6.5,Used
USER_1149,Transaction_3189,2019-02-18,Product_0898,Drinkware,2,7.19,6.5,Used
USER_1149,Transaction_3189,2019-02-18,Product_0920,Headgear,1,19.99,6.5,Clicked
USER_1149,Transaction_3189,2019-02-18,Product_0922,Apparel,1,8.79,6.5,Clicked
USER_1149,Transaction_3190,2019-02-18,Product_0976,Nest-USA,1,119.0,6.5,Not Used
USER_1149,Transaction_3191,2019-02-18,Product_0660,Apparel,1,44.79,6.5,Not Used
USER_0118,Transaction_3192,2019-02-18,Product_0976,Nest-USA,2,119.0,6.5,Clicked
USER_0118,Transaction_3193,2019-02-18,Product_0976,Nest-USA,2,119.0,6.5,Used
USER_0118,Transaction_3194,2019-02-18,Product_0976,Nest-USA,1,119.0,6.5,Clicked
USER_0118,Transaction_3195,2019-02-18,Product_0981,Nest-USA,2,149.0,6.5,Clicked
USER_0118,Transaction_3196,2019-02-18,Product_0204,Apparel,1,13.59,6.5,Used
USER_0118,Transaction_3196,2019-02-18,Product_0286,Apparel,1,13.59,6.5,Used
USER_0118,Transaction_3197,2019-02-19,Product_0976,Nest-USA,1,119.0,6.5,Not Used
USER_0118,Transaction_3198,2019-02-19,Product_0181,Drinkware,1,12.99,6.5,Not Used
USER_0118,Transaction_3198,2019-02-19,Product_0185,Office,1,2.99,6.5,Used
USER_0118,Transaction_3198,2019-02-19,Product_0186,Headgear,1,24.99,6.5,Not Used
USER_0118,Transaction_3199,2019-02-19,Product_0909,Gift Cards,1,100.0,0.0,Used
USER_0118,Transaction_3200,2019-02-19,Product_0185,Office,1,2.39,6.5,Used
USER_0118,Transaction_3200,2019-02-19,Product_0521,Apparel,1,44.79,6.5,Used
USER_0118,Transaction_3200,2019-02-19,Product_0904,Office,1,1.59,6.5,Clicked
USER_0118,Transaction_3200,2019-02-19,Product_0917,Lifestyle,4,2.8,6.5,Used
USER_0118,Transaction_3200,2019-02-19,Product_0974,Lifestyle,1,3.99,6.5,Clicked
USER_0118,Transaction_3201,2019-02-19,Product_0981,Nest-USA,1,149.0,6.5,Clicked
USER_0118,Transaction_3201,2019-02-19,Product_0985,Nest-USA,2,79.0,6.5,Not Used
USER_0118,Transaction_3202,2019-02-19,Product_0981,Nest-USA,3,149.0,6.5,Clicked
USER_0118,Transaction_3203,2019-02-19,Product_1127,Apparel,1,13.59,6.5,Not Used
USER_0118,Transaction_3203,2019-02-19,Product_1131,Apparel,1,15.19,6.5,Clicked
USER_0118,Transaction_3203,2019-02-19,Product_1135,Headgear,1,17.59,6.5,Clicked
USER_0118,Transaction_3204,2019-02-19,Product_0976,Nest-USA,1,119.0,6.5,Clicked
USER_0118,Transaction_3205,2019-02-19,Product_0976,Nest-USA,1,119.0,6.5,Clicked
USER_0118,Transaction_3205,2019-02-19,Product_0983,Nest-USA,1,119.0,6.5,Clicked
USER_0118,Transaction_3206,2019-02-19,Product_0983,Nest-USA,2,119.0,6.5,Clicked
USER_0118,Transaction_3207,2019-02-19,Product_0981,Nest-USA,2,149.0,6.5,Clicked
USER_0118,Transaction_3208,2019-02-19,Product_0983,Nest-USA,1,119.0,6.5,Clicked
USER_0118,Transaction_3209,2019-02-19,Product_0976,Nest-USA,1,119.0,6.5,Clicked
USER_0118,Transaction_3209,2019-02-19,Product_0985,Nest-USA,1,79.0,6.5,Clicked
USER_0118,Transaction_3210,2019-02-19,Product_0981,Nest-USA,1,149.0,6.5,Not Used
USER_0118,Transaction_3211,2019-02-19,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_0118,Transaction_3212,2019-02-19,Product_0983,Nest-USA,2,119.0,6.5,Clicked
USER_0118,Transaction_3213,2019-02-19,Product_0981,Nest-USA,2,149.0,6.5,Used
USER_0118,Transaction_3214,2019-02-19,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_0118,Transaction_3215,2019-02-19,Product_0976,Nest-USA,2,119.0,6.5,Clicked
USER_0118,Transaction_3215,2019-02-19,Product_0985,Nest-USA,5,79.0,6.5,Used
USER_0971,Transaction_3216,2019-02-19,Product_1134,Office,2,1.99,30.0,Clicked
USER_0971,Transaction_3216,2019-02-19,Product_1137,Apparel,1,10.99,30.0,Used
USER_0971,Transaction_3216,2019-02-19,Product_1144,Office,2,7.99,30.0,Clicked
USER_0971,Transaction_3217,2019-02-19,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_0971,Transaction_3218,2019-02-19,Product_0727,Apparel,1,19.19,6.5,Clicked
USER_0971,Transaction_3218,2019-02-19,Product_0976,Nest-USA,1,119.0,6.5,Clicked
USER_0971,Transaction_3219,2019-02-19,Product_1102,Apparel,1,55.99,6.5,Used
USER_0971,Transaction_3220,2019-02-19,Product_0981,Nest-USA,1,149.0,6.5,Clicked
USER_0971,Transaction_3221,2019-02-19,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_0971,Transaction_3222,2019-02-19,Product_0983,Nest-USA,2,119.0,6.5,Clicked
USER_0971,Transaction_3223,2019-02-19,Product_0742,Apparel,1,19.19,6.5,Clicked
USER_0971,Transaction_3223,2019-02-19,Product_0976,Nest-USA,1,119.0,6.5,Used
USER_0971,Transaction_3224,2019-02-19,Product_0976,Nest-USA,1,119.0,6.5,Clicked
USER_0971,Transaction_3225,2019-02-19,Product_1132,Drinkware,1,7.99,6.5,Clicked
USER_0971,Transaction_3225,2019-02-19,Product_1134,Office,2,1.99,6.5,Clicked
USER_0971,Transaction_3225,2019-02-19,Product_1135,Headgear,1,21.99,6.5,Not Used
USER_0971,Transaction_3225,2019-02-19,Product_1138,Fun,1,8.99,6.5,Used
USER_0971,Transaction_3226,2019-02-19,Product_1022,Apparel,1,16.99,6.5,Used
USER_0971,Transaction_3226,2019-02-19,Product_1042,Apparel,1,16.99,6.5,Used
USER_0971,Transaction_3226,2019-02-19,Product_1142,Notebooks & Journals,1,9.99,6.5,Used
USER_0971,Transaction_3226,2019-02-19,Product_1143,Office,1,6.99,6.5,Clicked
USER_0971,Transaction_3227,2019-02-19,Product_0208,Apparel,1,18.99,6.5,Used
USER_0971,Transaction_3227,2019-02-19,Product_0880,Drinkware,1,2.99,6.5,Used
USER_0971,Transaction_3227,2019-02-19,Product_0904,Office,2,1.99,6.5,Clicked
USER_0971,Transaction_3227,2019-02-19,Product_0915,Lifestyle,1,3.5,6.5,Not Used
USER_0971,Transaction_3227,2019-02-19,Product_0933,Office,2,5.99,6.5,Used
USER_0971,Transaction_3227,2019-02-19,Product_0953,Notebooks & Journals,1,32.99,6.5,Clicked
USER_0971,Transaction_3227,2019-02-19,Product_0972,Lifestyle,1,4.99,6.5,Clicked
USER_0971,Transaction_3228,2019-02-19,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_0971,Transaction_3229,2019-02-19,Product_0981,Nest-USA,1,149.0,6.5,Clicked
USER_0971,Transaction_3230,2019-02-19,Product_1134,Office,2,1.99,6.5,Clicked
USER_0971,Transaction_3231,2019-02-19,Product_0232,Apparel,5,18.99,6.5,Used
USER_0971,Transaction_3232,2019-02-19,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_0971,Transaction_3233,2019-02-19,Product_0084,Apparel,1,29.99,6.5,Clicked
USER_0971,Transaction_3233,2019-02-19,Product_0470,Apparel,3,29.99,6.5,Clicked
USER_0971,Transaction_3234,2019-02-19,Product_0114,Apparel,3,55.99,6.5,Not Used
USER_0971,Transaction_3235,2019-02-19,Product_0523,Apparel,3,51.99,6.5,Clicked
USER_0971,Transaction_3236,2019-02-19,Product_0290,Apparel,5,21.99,6.5,Not Used
USER_0971,Transaction_3237,2019-02-19,Product_0195,Lifestyle,3,3.19,6.5,Used
USER_0971,Transaction_3237,2019-02-19,Product_0854,Bags,1,3.99,6.5,Clicked
USER_0971,Transaction_3237,2019-02-19,Product_0944,Office,1,3.19,6.5,Clicked
USER_0971,Transaction_3238,2019-02-19,Product_0007,Apparel,2,19.99,6.5,Used
USER_0971,Transaction_3238,2019-02-19,Product_0067,Apparel,2,39.99,6.5,Clicked
USER_0971,Transaction_3238,2019-02-19,Product_0242,Apparel,2,19.99,6.5,Used
USER_0971,Transaction_3239,2019-02-19,Product_1132,Drinkware,1,7.99,20.0,Used
USER_0971,Transaction_3239,2019-02-19,Product_1134,Office,1,1.99,20.0,Not Used
USER_0971,Transaction_3239,2019-02-19,Product_1138,Fun,1,8.99,20.0,Used
USER_0971,Transaction_3240,2019-02-19,Product_0094,Apparel,1,23.99,6.5,Clicked
USER_0971,Transaction_3240,2019-02-19,Product_0981,Nest-USA,1,149.0,6.5,Clicked
USER_0971,Transaction_3240,2019-02-19,Product_0983,Nest-USA,1,119.0,6.5,Clicked
USER_0971,Transaction_3241,2019-02-19,Product_0891,Drinkware,1,24.99,6.5,Clicked
USER_0971,Transaction_3241,2019-02-19,Product_0931,Office,50,3.99,6.5,Clicked
USER_0971,Transaction_3241,2019-02-19,Product_0959,Notebooks & Journals,1,44.99,6.5,Clicked
USER_0971,Transaction_3242,2019-02-19,Product_1024,Apparel,1,16.99,6.5,Used
USER_0971,Transaction_3242,2019-02-19,Product_1134,Office,1,1.99,6.5,Clicked
USER_0971,Transaction_3243,2019-02-19,Product_0976,Nest-USA,3,119.0,6.5,Clicked
USER_0971,Transaction_3244,2019-02-19,Product_0976,Nest-USA,1,119.0,6.5,Clicked
USER_0971,Transaction_3244,2019-02-19,Product_0981,Nest-USA,3,149.0,6.5,Used
USER_0971,Transaction_3245,2019-02-19,Product_0983,Nest-USA,2,119.0,6.5,Clicked
USER_0971,Transaction_3245,2019-02-19,Product_0984,Nest-USA,3,79.0,6.5,Used
USER_0971,Transaction_3246,2019-02-19,Product_0976,Nest-USA,1,119.0,6.5,Clicked
USER_0971,Transaction_3247,2019-02-20,Product_0976,Nest-USA,2,119.0,6.5,Clicked
USER_0971,Transaction_3248,2019-02-20,Product_0976,Nest-USA,1,119.0,6.5,Not Used
USER_0971,Transaction_3248,2019-02-20,Product_0985,Nest-USA,2,79.0,6.5,Not Used
USER_0971,Transaction_3249,2019-02-20,Product_0854,Bags,2,3.99,16.65,Clicked
USER_0971,Transaction_3249,2019-02-20,Product_0880,Drinkware,2,2.39,16.65,Clicked
USER_1182,Transaction_3250,2019-02-20,Product_1027,Apparel,1,18.99,6.5,Clicked
USER_1182,Transaction_3251,2019-02-20,Product_0843,Bags,17,13.99,6.5,Used
USER_1182,Transaction_3251,2019-02-20,Product_0895,Drinkware,17,13.99,6.5,Not Used
USER_1182,Transaction_3251,2019-02-20,Product_0932,Office,35,4.99,6.5,Not Used
USER_1182,Transaction_3251,2019-02-20,Product_0945,Office,35,2.99,6.5,Clicked
USER_1182,Transaction_3252,2019-02-20,Product_0854,Bags,2,3.99,6.5,Clicked
USER_1182,Transaction_3252,2019-02-20,Product_0926,Headgear,1,15.19,6.5,Used
USER_1182,Transaction_3252,2019-02-20,Product_0946,Office,5,4.4,6.5,Not Used
USER_1182,Transaction_3253,2019-02-20,Product_0935,Office,2,17.99,6.5,Clicked
USER_1182,Transaction_3254,2019-02-20,Product_0981,Nest-USA,3,149.0,6.5,Clicked
USER_1182,Transaction_3254,2019-02-20,Product_0983,Nest-USA,4,119.0,6.5,Clicked
USER_1182,Transaction_3255,2019-02-20,Product_0047,Apparel,1,15.99,6.5,Used
USER_1182,Transaction_3255,2019-02-20,Product_0137,Apparel,1,19.19,6.5,Clicked
USER_1182,Transaction_3255,2019-02-20,Product_0160,Apparel,1,13.59,6.5,Used
USER_1182,Transaction_3255,2019-02-20,Product_0184,Office,1,1.59,6.5,Used
USER_1182,Transaction_3255,2019-02-20,Product_0195,Lifestyle,2,3.19,6.5,Used
USER_1182,Transaction_3255,2019-02-20,Product_0284,Apparel,1,13.59,6.5,Clicked
USER_1182,Transaction_3255,2019-02-20,Product_0294,Apparel,1,13.59,6.5,Used
USER_1182,Transaction_3255,2019-02-20,Product_0520,Apparel,1,44.79,6.5,Clicked
USER_1182,Transaction_3255,2019-02-20,Product_0762,Apparel,1,30.39,6.5,Clicked
USER_1182,Transaction_3256,2019-02-20,Product_0844,Bags,6,4.99,6.5,Clicked
USER_1182,Transaction_3256,2019-02-20,Product_0854,Bags,6,4.99,6.5,Clicked
USER_1182,Transaction_3256,2019-02-20,Product_0874,Lifestyle,2,11.99,6.5,Used
USER_1182,Transaction_3256,2019-02-20,Product_0880,Drinkware,3,2.99,6.5,Not Used
USER_1182,Transaction_3256,2019-02-20,Product_0894,Drinkware,3,2.99,6.5,Used
USER_1182,Transaction_3256,2019-02-20,Product_0904,Office,10,1.99,6.5,Clicked
USER_1182,Transaction_3257,2019-02-20,Product_0983,Nest-USA,1,119.0,6.5,Used
USER_1182,Transaction_3258,2019-02-20,Product_0195,Lifestyle,1,3.99,6.5,Clicked
USER_1182,Transaction_3258,2019-02-20,Product_0610,Apparel,1,18.99,6.5,Clicked
USER_1182,Transaction_3258,2019-02-20,Product_0966,Office,1,1.99,6.5,Clicked
USER_1182,Transaction_3259,2019-02-20,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_1182,Transaction_3260,2019-02-20,Product_0865,Bags,1,55.99,6.5,Clicked
USER_1182,Transaction_3260,2019-02-20,Product_1043,Apparel,1,13.59,6.5,Used
USER_1142,Transaction_3260,2019-02-20,Product_1137,Apparel,1,8.79,6.5,Clicked
USER_1142,Transaction_3261,2019-02-20,Product_0922,Apparel,1,10.99,6.5,Clicked
USER_1142,Transaction_3262,2019-02-20,Product_0976,Nest-USA,1,119.0,6.5,Clicked
USER_0118,Transaction_3263,2019-02-20,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_0118,Transaction_3264,2019-02-20,Product_0983,Nest-USA,1,119.0,6.5,Clicked
USER_0118,Transaction_3265,2019-02-20,Product_0976,Nest-USA,2,119.0,6.5,Clicked
USER_0118,Transaction_3266,2019-02-20,Product_0898,Drinkware,2,7.19,6.5,Used
USER_0118,Transaction_3267,2019-02-20,Product_0981,Nest-USA,1,149.0,6.5,Clicked
USER_0118,Transaction_3267,2019-02-20,Product_0985,Nest-USA,1,79.0,6.5,Used
USER_0118,Transaction_3268,2019-02-20,Product_0981,Nest-USA,1,149.0,18.47,Clicked
USER_0118,Transaction_3269,2019-02-20,Product_0016,Apparel,1,15.99,6.5,Clicked
USER_0118,Transaction_3269,2019-02-20,Product_0169,Apparel,1,15.19,6.5,Clicked
USER_0118,Transaction_3270,2019-02-20,Product_1097,Apparel,1,55.99,6.5,Not Used
USER_0118,Transaction_3271,2019-02-20,Product_0870,Lifestyle,100,1.99,6.5,Used
USER_0118,Transaction_3271,2019-02-20,Product_0885,Drinkware,25,9.99,6.5,Used
USER_0118,Transaction_3271,2019-02-20,Product_0946,Office,100,5.5,6.5,Not Used
USER_0118,Transaction_3272,2019-02-20,Product_0311,Apparel,1,16.99,6.5,Used
USER_0118,Transaction_3272,2019-02-20,Product_0892,Drinkware,1,24.99,6.5,Used
USER_0118,Transaction_3272,2019-02-20,Product_0901,Drinkware,40,3.5,6.5,Clicked
USER_0118,Transaction_3273,2019-02-20,Product_0859,Bags,1,79.99,6.5,Not Used
USER_0118,Transaction_3274,2019-02-20,Product_0976,Nest-USA,1,119.0,6.5,Used
USER_0118,Transaction_3274,2019-02-20,Product_0983,Nest-USA,1,119.0,6.5,Not Used
USER_0118,Transaction_3275,2019-02-20,Product_1134,Office,2,1.99,6.5,Clicked
USER_0118,Transaction_3276,2019-02-20,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_0118,Transaction_3277,2019-02-20,Product_0915,Lifestyle,3,2.8,6.5,Used
USER_0118,Transaction_3277,2019-02-20,Product_0917,Lifestyle,3,2.8,6.5,Used
USER_0118,Transaction_3278,2019-02-20,Product_0981,Nest-USA,1,149.0,6.5,Used
USER_0118,Transaction_3279,2019-02-20,Product_0880,Drinkware,1,2.39,6.5,Clicked
USER_0118,Transaction_3279,2019-02-20,Product_1127,Apparel,1,13.59,6.5,Clicked
USER_0118,Transaction_3279,2019-02-20,Product_1128,Apparel,3,15.19,6.5,Clicked
USER_0118,Transaction_3280,2019-02-20,Product_0904,Office,1,1.99,6.5,Used
USER_0118,Transaction_3280,2019-02-20,Product_0922,Apparel,1,10.99,6.5,Clicked
USER_0118,Transaction_3281,2019-02-20,Product_0983,Nest-USA,1,119.0,6.5,Clicked
USER_0118,Transaction_3282,2019-02-20,Product_0179,Drinkware,5,13.99,6.5,Clicked
